2,2,1,0,2,0,0,0,1,0,3,1,118.0,5.0,49.3333333333,2,0,0.0,0,0,0,7.5,0,0,2
0,1,1,0,0,0,0,0,2,0,2,1,111.0,5.0,48.0,0,0,0.0,0,0,0,0,0,0,2
1,1,1,0,0,0,1,0,0,0,1,1,254.0,5.0,40.0,0,0,0.0,1,0,0,5.0,0,0,2
2,1,1,1,0,1,2,0,0,0,2,1,57.0,5.0,55.5,2,0,0.0,0,0,0,5.0,0,0,2
4,1,1,0,0,2,4,0,0,0,4,1,51.0,5.0,114.25,4,0,0.0,0,0,0,5.0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,127.0,5.0,89.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,4,0,4,1,114.0,5.0,164.5,0,0,0.0,0,0,0,0,0,0,2
31,1,6,19,0,0,31,0,0,0,31,1,171.258064516,5.0,44.6451612903,31,0,0.0,0,0,0,6.16129032258,0,0,2
2,1,1,0,2,0,0,0,0,0,2,1,42.5,5.0,50.0,2,0,0.0,0,0,0,7.5,0,0,2
3,1,1,0,0,0,3,0,0,0,3,1,127.0,5.0,40.0,3,0,0.0,0,0,0,5.0,0,0,2
2,2,1,0,2,0,0,0,2,0,4,1,115.0,5.0,49.0,2,0,0.0,0,0,0,7.5,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,63.0,5.0,131.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,117.0,5.0,132.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,5,0,5,1,63.0,5.0,398.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,64.0,5.0,52.0,1,0,0.0,0,0,0,0,0,0,2
8,1,1,1,0,5,8,0,0,0,8,1,50.0,5.0,115.5,8,0,0.0,0,0,0,5.0,0,0,2
3,1,1,0,1,2,3,0,0,0,3,1,115.0,5.0,116.333333333,3,0,0.0,0,0,0,8.66666666667,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,127.0,5.0,62.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,51.0,5.0,126.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,5,0,5,1,57.0,5.0,162.6,5,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,115.0,5.0,317.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,49.0,5.0,143.0,0,0,0.0,0,0,0,0,0,0,2
2,2,1,0,2,0,0,0,3,0,5,1,111.0,5.0,66.2,2,0,0.0,0,0,0,8.0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,63.0,5.0,48.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,126.0,5.0,64.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,44.0,5.0,116.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,114.0,5.0,98.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,113.0,5.0,48.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,63.0,5.0,131.0,0,0,0.0,0,0,0,0,0,0,2
11,1,1,1,1,3,11,0,0,0,11,1,55.0,5.0,503.818181818,11,0,0.0,0,0,0,8.18181818182,0,0,2
10,1,1,0,1,4,10,0,0,0,10,1,227.9,5.0,434.7,10,0,0.0,0,0,0,5.3,0,0,2
1,1,1,0,0,0,1,0,0,0,1,1,127.0,5.0,41.0,1,0,0.0,0,0,0,5.0,0,0,2
0,1,1,0,0,0,0,0,7,0,7,1,119.0,5.0,87.2857142857,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,54.0,5.0,48.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,63.0,5.0,51.0,1,0,0.0,0,0,0,0,0,0,2
1,1,1,0,0,1,1,0,0,0,1,1,119.0,5.0,290.0,1,0,0.0,0,0,0,8.0,0,0,2
1,1,1,0,0,0,1,0,0,0,1,1,63.0,5.0,40.0,1,0,0.0,0,0,0,5.0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,63.0,5.0,131.0,0,0,0.0,0,0,0,0,0,0,2
6,1,1,0,0,4,6,0,0,0,6,1,48.0,5.0,84.1666666667,6,0,0.0,0,0,0,8.0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,51.0,5.0,58.0,1,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,63.0,5.0,58.0,0,0,0.0,0,0,0,0,0,0,2
22,1,1,0,0,0,22,0,0,0,22,1,127.0,5.0,41.0909090909,22,0,0.0,0,0,0,5.27272727273,0,0,2
1,1,1,1,0,0,1,0,0,0,1,1,63.0,5.0,52.0,1,0,0.0,0,0,0,8.0,0,0,2
0,1,1,0,0,0,0,0,1,0,1,1,127.0,5.0,51.0,0,0,0.0,0,0,0,0,0,0,2
0,1,1,0,0,0,0,0,2,0,2,1,63.0,5.0,48.0,0,0,0.0,0,0,0,0,0,0,2
3,2,1,0,3,0,0,0,2,0,5,1,114.0,5.0,49.6,3,0,0.0,0,0,0,7.66666666667,0,0,2
1,1,1,1,0,0,1,0,0,0,1,1,241.0,5.0,52.0,1,0,0.0,0,0,0,8.0,0,0,2
6,2,1,1,0,3,6,0,4,0,10,1,63.0,5.0,138.7,6,0,0.0,0,0,0,8.0,0,0,2
1,1,1,0,0,0,1,0,0,0,1,1,127.0,5.0,40.0,1,0,0.0,0,0,0,5.0,0,0,2
19,1,3,1,1,11,19,0,0,0,19,1,46.0,5.0,137.526315789,0,0,0.0,0,0,0,5.05263157895,0,0,2
15,1,1,0,1,4,14,0,0,0,15,1,62.0,5.0,249.533333333,15,0,0.0,0,0,0,8.53333333333,0,0,2
5,1,1,0,0,3,5,0,0,0,5,1,54.0,5.0,116.8,0,0,0.0,0,0,0,8.0,0,0,2
